WikidataID,itemLabel,en_description,instanceof
Q362430,Miguel Bernal Jiménez,Mexican musician (1910-1956),human
Q591971,Bangor International Airport,"airport in Bangor, Maine, USA",international airport
Q2842975,American Management Association,professional membership association,nonprofit organization
Q43380,CBS,American broadcast television and radio network,radio network
Q283367,Mahbub ul Haq,Pakistani economist (1934-1998),human
Q865828,Birnin Kebbi,"adminstrative capital of Kebbi State, Nigeria",local government area of Nigeria
Q983320,Cesar Virata,Prime Minister of the Philippines from 1981 to 1986,human
Q71583452,Governor Harriman,Wikimedia disambiguation page,Wikimedia disambiguation page
Q16144697,Ailton Krenak,"Brazilian indigenous activist, writer and philosopher",human
Q18577390,Tabarak Husain,Bangladeshi diplomat (1924-2018),human
Q3220393,London Assurance,comedy by Dion Boucicault,dramatic work
Q578023,University of Toulouse,"former French university in Toulouse existing from 1229 to 1793, and 1896 to 1969",university
Q7886651,Union of Mauritanian Workers,,labor union
Q310207,McKinsey & Company,global management consulting firm,commercial organization
Q504387,James Wolfensohn,President of the World Bank,human
Q3526595,Biju Patnaik,"Indian politician, aviator and businessman",human
Q6378925,Kausar Niazi,Pakistani politician,human
Q6975021,National Power Corporation,government-owned and controlled corporation in the Philippines,Government-owned and controlled corporation
Q668676,College Park,"city in Prince George's County, Maryland, United States",city in the United States
Q285328,Commonwealth Bank,Australian multinational bank,bank
Q335078,Nigel Lawson,British Conservative politician and journalist (1932–2023),human
Q3366796,Labour Party,political party in Mauritius,political party
Q7117487,P. Ramachandran,"Governor of Kerala, India",human
Q22669982,The Federal Trust,"The Federal Trust for education and research is a think tank that studies the interactions between regional, national, European and global levels of government. Founded in 1945 on the initiative of Sir William Beveridge, it has long made a powerful contribution to the study of federalism and federal systems.",think tank
Q4166461,Osman Ahmed Osman,Egyptian politician and businessman (1917-1999),human
Q1232615,Socialist Destourian Party,political party,political party
Q12700350,UMNO Youth,youth wing of the United Malays National Organisation,organization
Q27389,Partido Dictatorial del FSLN,Nicaraguan socialist political party founded in 1961,political party
Q352958,Addis Ababa Agreement,Wikimedia disambiguation page,Wikimedia disambiguation page
Q449105,Alvin Hansen,American economist,human
Q123987,Prince Sadruddin Aga Khan,UN High Commissioner for Refugees (1933-2003),human
Q1025958,Laem Chabang,"city in Chon Buri province, Thailand",Thesaban Nakhon
Q16016414,Rex de Silva,Sri Lankan born RAF Fighter Pilot,human
Q749224,Villavicencio,capital of the Colombian department of Meta,big city
Q808210,Barisan Nasional,political party in Malaysia,political party
Q141263,Selebi-Phikwe,city,city
Q340,Montreal,"largest city in Quebec, Canada",metropolis
Q1379005,Guy de Rothschild,"Jewish-French banker, art collector, horse breeder",human
Q547450,Celanese Corporation,company,public company
Q272768,Aldabra,atoll,atoll
Q41658510,Cynthia Taft Morris,American economist,human
Q2094707,Selim al-Hoss,Lebanese politician,human
Q637555,Montego Bay,"capital of Saint James Parish, Jamaica",city
Q5164536,Consuelo Salgar,Colombian politician,human
Q1261157,Central Bank of Iran,Iranian central bank,central bank
Q7628739,Stung Battambang River,river in Cambodia,river
Q124993,Leopoldo Fortunato Galtieri,"military, dictator and de facto president of Argentina from 1981 until 1982",human
Q1251985,"Douglas Allen, Baron Croham","British soldier, life peer and civil servant (1917-2011)",human
Q93230,Rawalpindi,"city in Punjab, Pakistan",city
Q4385323,Siriraj Hospital,"hospital in Bangkok, Thailand",hospital
Q1392962,Failaka Island,Kuwaiti island,island
Q7142156,Pasir Panjang,area consisting of 2 subzones of Queenstown Planning Area,administrative territorial entity of Singapore
Q50008,The Times,British daily national newspaper based in London,daily newspaper
Q117714,Anambra State,state in Nigeria,state of Nigeria
Q209842,University of Paris,"former university in Paris, France from the middle ages to 1970",university in France
Q16746897,Bogor Zoology Museum,"museum in Bogor, West Java, Indonesia",building
Q5096442,Chico River,Wikimedia disambiguation page,Wikimedia disambiguation page
Q1446799,"Gordon Richardson, Baron Richardson of Duntisbourne",British banker (1915-2010),human
Q6874899,Mirza Muzaffar Ahmad,Pakistani civil servant,human
Q272906,Le Bourget,"commune in Seine-Saint-Denis, France",commune of France
Q550255,J. William Fulbright,American politician (1905-1995),human
Q27222,Ras Tanura,governorate in Saudi Arabia,city
Q92848,Watts Humphrey,American engineer,human
Q126726,Government College University,"public university in Lahore, Pakistan",public university
Q315610,Giovanni Agnelli,Italian entrepreneur (1866-1945),human
Q3037,Kathmandu,capital of Nepal,city
Q104872140,Arjay Miller,American businessman (1916-2017),human
Q18218053,Francisco Suárez Dávila,Mexican diplomat and politician,human
Q15149922,Maskeliya,"town in Central Province, Sri Lanka",human settlement
Q596499,"KBR, Inc.","American engineering, procurement, and construction company.",public company
Q1536258,Southern Methodist University,"private university in Dallas, Texas, United States",university
Q725793,Union Pacific Railroad,Class I freight-hauling railroad in the United States,railway company
Q106721,Peter von Zahn,"German journalist, film director and screenwriter (1913-2001)",human
Q6817918,Meralco,Philippine electric company,public company
Q589911,Essequibo River,major river in northern South America,river
Q735015,United States Secretary of Defense,United States government position,position
Q1352,Chennai,"megacity and state capital of Tamil Nadu, India",city
Q61687,Fritz Fischer,historian,human
Q764381,Yvon Bourges,French politician (1921-2009),human
Q272519,Arthur Lewis,Saint Lucian economist,human
Q984174,Lee H. Hamilton,politician,human
Q116685,Lake Tana,lake in Ethiopia,lake
Q3660410,Carnegie Corporation of New York,foundation in the U.S. known as the Carnegie Foundation,nonprofit organization
Q7494007,Shelton H. Davis,Brazilian sociologist,human
Q78832,Paul Rosenstein-Rodan,USA / Austrian economist,human
Q982109,M. S. Swaminathan,Indian agronomist,human
Q659706,Illinois Institute of Technology,American university,university
Q3099909,Gaëtan Duval,Mauritian politician (1930-1996),human
Q94924,Carlos Quijano,Uruguayan politician (1900-1984),human
Q16977,Deng Xiaoping,Chinese politician and paramount leader from 1978 to 1989,human
Q1234662,"Karan Singh, Crown Prince of Kashmir",Indian politician,human
Q806188,Banco Espírito Santo,Portuguese banking group,bank
Q3646685,Achatina,genus of snail,taxon
Q3523902,"Harold Caccia, Baron Caccia",British diplomat. (1905-1990),human
Q83065,Leicester,"city in Leicestershire, East Midlands, England",city
Q22002949,Abbo Nassour,politician,human
Q1967071,Power Holding Company of Nigeria,electricity distribution company of Nigeria,government agency
Q1564035,GSF Explorer,deep-sea drillship platform,drillship
Q4920205,Black & Veatch,company,business
Q162306,Birendra of Nepal,former king of Nepal,human
Q806532,Bangladesh Bank,central bank of Bangladesh and member of the Asian Clearing Union,central bank
Q125623,Kinnaird College for Women,university,university
Q270272,The Rockefeller University,research institute in New York City founded in 1901,university
Q95845,Rainer Offergeld,German politician and jurist,human
Q27662565,Adam Walinsky,"American Lawyer, Speechwriter",human
Q3443446,Roussel Uclaf,French pharmaceutical company,business
Q172872,Turkish lira,currency of Turkey,currency
Q2126538,General Assembly of the Organization of American States,Legislative body of the Organization of American States,general assembly
Q3055932,Walter Reuther,Labor union leader (1907-1970),human
Q88,Alexandria,"city in the state of Virginia, United States",city
Q131262,University of Bologna,"university in Bologna, Italy",public university
Q6958181,Nafis Sadik,"Obstetrician, United Nations Advisor",human
Q710549,Arthur Magugu,Kenyan politician (1934-2012),human
Q6893532,Mohan Dharia,Indian politician (1925-2013),human
Q2578668,William Emerson Brock,American politician,human
Q6988931,Neil Marten,British politician (1916-1985),human
Q789969,Bandama River,river in Ivory Coast,river
Q7660633,Sylvain Plasschaert,"economist, law professor",human
Q377815,Philip Abelson,"US physicist, editor of the journal Science, and director of the Carnegie Institution of Washington's Geophysical Laboratory",human
Q864124,Los Altos,"city in Santa Clara County, California, United States",city in the United States
Q3848108,Caroni Swamp,second largest mangrove wetland in Trinidad and Tobago,swamp
Q2742485,Galerie Maeght,art gallery/museum founded in 1936 in France,art museum
Q2134273,Raymond Vernon,American economist (1913-1999),human
Q58784,Das Kapital,work by Karl Marx,written work
Q1375895,Lorton,"census designated place in Fairfax County, Virginia, United States",census-designated place in the United States
Q7995525,White Weld & Co.,privately held global financial services firm engaged in asset management,business
Q6180863,Jeremiah J.M. Nyagah,Kenyan politician (1920-2008),human
Q657,Chad,sovereign state in central Africa,country
Q5577283,Hugo B. Margáin,Mexican Secretary of Finance (1970-73),human
Q1055845,Edmonds,"city in Snohomish County, Washington, United States",city in the United States
Q982207,Wijeyananda Dahanayake,Sri Lankan Prime Minister (1902-1997),human
Q4816857,"Reg Prentice, Baron Prentice",British politician (1923-2001),human
Q756373,Atlantic Council,American think tank,organization
Q218868,Trilateral Commission,"non-governmental, non-partisan discussion group founded by David Rockefeller in July 1973, to foster closer cooperation among North America, Western Europe, and Japan",think tank
Q711333,Nelson Bunker Hunt,American businessman (1926-2014),human
Q190071,Ayub Khan,President of Pakistan from 1958 to 1969,human
Q4468456,Marina von Neumann Whitman,American economist,human
Q66568,Kanpur,"city in Uttar Pradesh, India",city
Q326571,Lester Thurow,American journalist and MIT professor of management and economics (1938-2016),human
Q4443078,Stopanska Banka,,business
Q1968121,Harry Gordon Johnson,Canadian economist (1923-1977),human
Q104502496,Durga Das,writer (1900-1974),human
Q5541194,George Junus Aditjondro,Indonesian sociologist,human
Q191314,Godavari River,river in India,river
Q1430712,Lloyd's of London,insurance market located in the City of London,exchange
Q4693856,Agricultural & Applied Economics Association,organization,professional association
Q378372,Banco de Portugal,central bank,central bank
Q229337,Sambar,species of mammal,taxon
Q4957186,Brandt Report,,report
Q5392647,Ernest A. Gross,Headed the U.S. delegation to the United Nations in the lead-up to the Korean War,human
Q2827638,Ahmed Ould Daddah,Mauritanian economist and politician,human
Q7944747,Víctor Urquidi,Mexican economist,human
Q653517,Rudi Dornbusch,German economist,human
Q336027,"Frederick Lugard, 1st Baron Lugard",British colonial administrator (1858-1945),human
