,WikidataID,itemLabel,en_description,instanceof
455,Q2388455,Taïeb Baccouche,Tunisian politician and trade unionist,human
456,Q177350,Jacob Dolson Cox,Union Army General (1828-1900),human
457,Q1863017,Andrew Grant Chapman,American politician (1839-1892),human
458,Q274344,Édouard Herriot,French Radical politician (1872-1957),human
459,Q1703840,Doug LaMalfa,U.S. Representative from California,human
460,Q366692,Mesut Yılmaz,Prime Minister of Turkey (1947-2020),human
461,Q2579151,William Hawkins Polk,American politician (1815-1862),human
462,Q506733,Andrew Pickens,Revolutionary War militia general in South Carolina (1739-1817),human
463,Q2791108,Oliver H. Dockery,American politician,human
464,Q3610482,John Harris,member of the U.S. House of Representatives from New York (1760-1824),human
465,Q707974,Isidor Straus,retailing magnate victim of the Titanic sinking (1845–1912),human
466,Q5545776,George W. Wilson,American politician and lawyer (1840-1909),human
467,Q7509370,Sidney T. Holmes,American politician,human
468,Q191337,Ferenc Gyurcsány,Prime Minister of Hungary from 2004 to 2009,human
469,Q424377,Akwasi Afrifa,"soldier, politician, and former head of state of Ghana (1936-1979)",human
470,Q887723,Carlos Ezeta,President of El Salvador (1852-1903),human
471,Q274540,Alexandre Millerand,French lawyer and statesman (1859–1943),human
472,Q889166,León Cortés Castro,President of Costa Rica (1882-1946),human
473,Q881032,Robert Wright,American politician (1752-1826),human
474,Q16185356,Berhane Gebre-Christos,Ethiopian politician,human
475,Q1758631,Alcee Hastings,American politician (1936-2021),human
476,Q1966458,Nathan B. Bradley,American politician (1831-1906),human
477,Q868544,Benjamin Edwards,American politician (1753-1829),human
478,Q1278659,Ebenezer Knowlton,American politician (1815-1874),human
479,Q78575,Benita Ferrero-Waldner,Austrian diplomat and politician,human
480,Q4231901,Richard Keese,American politician (1794-1883),human
481,Q561911,Vere Bird,Prime Minister of Antigua and Barbuda (1910-1999),human
482,Q709078,Arthur Daniel Healey,United States federal judge (1889-1948),human
483,Q2655573,John Brown,American Congressman from the seventh district of Maryland,human
484,Q13219689,John Lynch,"American politician, Pennsylvania",human
485,Q315066,Plutarco Elías Calles,President of Mexico (1924–1928),human
486,Q2579377,William I. Traeger,"American football player and coach, politician (1880-1935)",human
487,Q2641894,Alexander C. Davidson,American politician,human
488,Q2031617,Orsamus Cole,American politician,human
489,Q177712,Björn Þórðarson,Prime Minister of Iceland (1879-1963),human
490,Q7786879,Thomas Albert Jenkins,American politician,human
491,Q961529,Joseph Pearson Caldwell,American politician (1808-1853),human
492,Q881518,Manuel Bonilla,President of Honduras (1849-1913),human
493,Q768269,Augustine Henry Shepperd,American politician (1792-1864),human
494,Q880664,William J. Samford,American politician (1844-1901),human
495,Q250272,William Creighton,United States federal judge (1778-1851),human
496,Q2579470,William J. Randall,American politician (1909-2000),human
497,Q8019803,William W. Link,American politician (1884-1950),human
498,Q1549250,Lucius Quintus Cincinnatus Lamar,"American lawyer, politician and judge (1825-1893)",human
499,Q78720,Ignaz Seipel,Chancellor during the 1920s,human
500,Q2028600,Orchard Cook,American politician (1763-1819),human
501,Q1935895,Milton J. Durham,American politician,human
502,Q1161182,Daniel Huger,American politician (1742-1799),human
503,Q1689050,Jim Broyhill,American politician,human
504,Q1307664,Anthony F. Ittner,American politician (1837-1931),human
505,Q372202,Sükhbaataryn Batbold,Mongolian politician,human
506,Q1701634,"John Rutledge, Jr.",American politician (1766-1819),human
507,Q2638611,Albert R. Hall,American politician (1884-1969),human
508,Q978350,George LeMieux,American politician,human
509,Q382830,Delfim Moreira,President of Brazil (1868-1920),human
510,Q5490140,Frank W. Fries,American politician (1893-1980),human
511,Q367116,Roberto Agramonte,Cuban philosopher and politician (1904-1995),human
512,Q317969,Abdus Sattar,Bangladeshi politician and statesman (1906–1985),human
513,Q1689138,Jim Leach,American politician,human
514,Q472589,Jaime Gama,Portuguese politician,human
515,Q144874,Morgan Cassius Fitzpatrick,American politician (1868-1908),human
516,Q781336,Dick Armey,American economist and politician (born 1940),human
517,Q4786408,Archibald Lybrand,Union United States Army officer,human
518,Q443839,Alton Lennon,American politician (1906-1986),human
519,Q4722470,Alfred Conkling,United States federal judge (1789-1874),human
520,Q2115451,Theodoric R. Westbrook,American politician (1821-1885),human
521,Q1701650,Steve Horn,American politician (1931-2011),human
522,Q861115,Tim Johnson,American politician in Illinois (born 1946),human
523,Q923806,William Massey,Prime Minister of New Zealand (1856-1925),human
524,Q1549474,Herman P. Kopplemann,American congressman (1880-1957),human
525,Q787804,Samuel Dickinson Hubbard,American politician (1799-1855),human
526,Q351665,Senjūrō Hayashi,Japanese politician and general (1876–1943),human
527,Q3539405,John Q. Underhill,American politician,human
528,Q535055,Angelino Alfano,Italian politician,human
529,Q6799712,William Ralls Morrison,U.S. Representative from Illinois (1824-1909),human
530,Q7328812,Richard S. Canby,American politician (1808-1895),human
531,Q3957020,Kevin Cramer,American politician (born 1961),human
532,Q1271006,Jim Ross Lightfoot,American politician,human
533,Q2014261,Henry Odein Ajumogobia,Federal minister of Nigeria,human
534,Q559589,John Hostettler,American politician,human
535,Q503517,Dominique Bouligny,American politician (1773–1833),human
536,Q315662,Bruce Golding,Jamaican politician; Prime Minister of Jamaica,human
537,Q2112402,Stan Mudenge,Minister in the Cabinet of Zimbabwe (1941-2012),human
538,Q567469,Ano Pala,Papua New Guinea politician,human
539,Q2913186,Nathan Williams,American politician,human
540,Q17593772,Voldemārs Kalpiņš,Latvian journalist,human
541,Q1701988,John V. Beamer,American politician (1896-1964),human
542,Q1335077,Nathaniel Claiborne,American politician (1777-1859),human
543,Q1701992,John V. Tunney,American politician (1934-2018),human
544,Q2421895,Thomas Aloysius Flaherty,"politician in Massachusetts, US (1898-1965)",human
545,Q1043023,Carlos López Contreras,Foreign Minister of Honduras,human
546,Q360815,Alfred Moore Scales,Confederate Army general (1827-1892),human
547,Q1871564,Louis C. Cramton,American politician (1875-1966),human
548,Q117651,John F. Lewis,19th century U.S. senator from Virginia,human
549,Q956652,Renato Ruggiero,Italian politician (1930-2013),human
550,Q817847,Bennett Champ Clark,American judge and politician (1890–1954),human
551,Q42155842,Nasser al-Hani,Iraqi academic and diplomat,human
552,Q315661,Pierre Werner,Luxembourg politician (1913-2002),human
553,Q26899141,Lisa Blunt Rochester,U.S. Representative from Delaware,human
554,Q962090,Geir Hallgrímsson,Prime Minister of Iceland (1925-1990),human
555,Q1585795,Harold Dunbar Cooley,American politician (1897-1974),human
556,Q1683881,Jason Chaffetz,American politician,human
557,Q503730,Andrew Biemiller,American politician (1906-1982),human
558,Q817890,Benning W. Jenness,American politician (1806-1879),human
559,Q1702071,John W. Menzies,American politician (1819-1897),human
560,Q98590307,Aboubacar Senghore,Gambian politician,human
561,Q6284902,Joseph Lefever,American politician (1760-1826),human
562,Q8279111,Chow Shu-Kai,Taiwanese diplomat (1913-1992),human
563,Q508152,William Herod,American politician (1801-1871),human
564,Q1615286,Richard French,American politician (1792-1854),human
565,Q126704,Kaarel Eenpalu,Estonian politician,human
566,Q1702113,John Watts Jr.,American lawyer and politician from New York City (1749-1836),human
567,Q7342402,Robert Brown,Pennsylvania politician (1744-1823),human
568,Q1702116,John Wayles Eppes,American politician (1773-1823),human
569,Q5107684,Chris Pappas,American politician in New Hampshire (born 1980),human
570,Q1585764,Roger Joseph Felli,Ghanian politician (1941-1979),human
571,Q1680329,James Edwin Belser,American politician,human
572,Q367557,Thorvald Stauning,Prime Minister of Denmark (1873–1942),human
573,Q470991,Muhammad Haji Ibrahim Egal,President of Somaliland (1928-2002),human
574,Q533214,Fred R. Harris,American politician,human
575,Q7549853,Soares Sambú,Bissau-Guinean politician,human
576,Q2656482,Augustin Smith Clayton,American politician (1783-1839),human
577,Q1585936,Harold T. Johnson,American politician (1907-1988),human
578,Q5342529,Edward Darlington,American politician,human
579,Q1451212,William Smith O'Brien,"American politician, West Virginia (1862-1948)",human
580,Q1507089,George Cary,American politician (1789-1843),human
581,Q2580160,William Ofori Atta,"Politician, lawyer and former foreign minister of Ghana (1910-1988)",human
582,Q8013189,William J. Coyne,American politician,human
583,Q4741872,Ambrose W. Clark,American politician (1810-1887),human
584,Q1542901,James B. Pearson,American politician (1920-2009),human
585,Q16302258,Rodrigo Pardo García-Peña,Colombian journalist,human
586,Q182642,John Glenn,American astronaut and politician (1921–2016),human
587,Q8013227,William J. Green III,American politician,human
588,Q1278641,Ebenezer Herrick,American politician (1785-1839),human
589,Q1806123,Samuel Matthews Robertson,American politician,human
590,Q1278652,"Ebenezer Jackson, Jr.",American politician (1796-1874),human
591,Q726327,Francis William Reitz,South African politician and statesman (1844-1934),human
592,Q1278670,Ebenezer Sage,American politician (1755-1834),human
593,Q2308536,Speedy Long,American politician,human
594,Q1278667,Ebenezer Pettigrew,North Carolina politician (1783-1848),human
595,Q343849,Edward P. Carville,American politician (1885-1956),human
596,Q1278684,Ebenezer Young,American politician (1783-1851),human
597,Q1161926,Daniel O. Hastings,American politician (1874-1966),human
598,Q1369509,John Van McDuffie,American politician (1841-1896),human
599,Q4221142,John Kirakosyan,Soviet historian (1929-1985),human
600,Q443914,Roscoe C. Patterson,American politician,human
601,Q1634433,Hugh Lawson White,American politician (1773-1840),human
602,Q6135277,James H. Scheuer,American politician,human
603,Q1291948,Edward Cooper,American lawyer and Republican politician from West Virginia (1873-1928),human
604,Q4858820,Barbara Comstock,Former U.S. Representative from Virginia,human
605,Q4120845,Isaac Newton Arnold,American politician,human
606,Q880349,Woodbridge N. Ferris,American politician,human
607,Q1514942,Gerry Whiting Hazelton,American politician (1829-1920),human
608,Q1373047,Eugene B. Crowe,American politician (1878-1970),human
609,Q16940280,Mário Ruivo,Portuguese biologist (1927-2017),human
610,Q1320005,Richard Vander Veen,American politician (1922-2006),human
611,Q5677241,Harvey H. Johnson,American politician (1808-1896),human
612,Q3286000,Mankeur Ndiaye,Senegalese politician,human
613,Q15919322,Harmodio Arias Cerjack,Panamanian politician (1956-2014),human
614,Q1607000,Henry M. Kimball,"American politician, Michigan (1878-1935)",human
615,Q872316,Jean-Pierre Mazery,French economist,human
616,Q700005,Albert Berry,Kentucky US Representative (1836-1908),human
617,Q436936,Robert D. Carey,American politician (1878-1937),human
618,Q211910,James S. T. Stranahan,American politician (1808-1898),human
619,Q332247,Steve Largent,American politician,human
620,Q4411229,John T. Stuart,American politician (1807–1885),human
621,Q1927997,Michael James Pappas,American politician,human
622,Q116257,Albert E. Austin,"Politician, physician (1877-1942)",human
623,Q175877,William H. Crawford,American politician and judge (1772-1834),human
624,Q984509,John Sarbanes,American politician,human
625,Q2032960,Oscar S. Gifford,American politician (1842-1913),human
626,Q8019088,William T. Lawrence,"American politician, New York",human
627,Q1356090,Sidney Earle Smith,Canadian politician (1897-1959),human
628,Q36697084,Félix Tonye Mbog,Cameroonian politician,human
629,Q439111,Marina Kaljurand,"Estonian diplomat, politician and badminton player",human
630,Q1311564,Garry E. Brown,American politician (1923-1998),human
631,Q1125970,Charles H. Ruggles,American politician (1789-1865),human
632,Q722503,Mike Rounds,United States Senator from South Dakota,human
633,Q4184623,Askar Zakarin,Russian mathematician,human
634,Q2545675,Albin Walter Norblad Jr.,American politician (1908-1964),human
635,Q2511035,José Luis Tejada Sorzano,President of Bolivia,human
636,Q2544070,Walter E. Rogers,American politician (1908-2001),human
637,Q1684313,Jay Dickey,American politician,human
638,Q5075228,Charles Assemekang,Congolese (Republic of) politician,human
639,Q3032921,Djibo Leyti Kâ,Senegalese politician (1948-2017),human
640,Q16189291,Cresent Hardy,American politician,human
641,Q1174278,David E. Finley,American politician (1861-1917),human
642,Q1356392,Ernest King Bramblett,American politician (1901-1966),human
643,Q1699239,John Baldwin,American politician in Connecticut (1772-1850),human
644,Q633060,Archibald B. Darragh,American politician (1840-1927),human
645,Q713537,Stefan Sofiyanski,Prime Minister of Bulgaria,human
646,Q599255,Hugh A. Dinsmore,American politician (1850-1930),human
647,Q4357515,Paavo Hynninen,Finnish diplomat,human
648,Q1607354,Henry W. Barry,American politician (1840-1875),human
649,Q2435200,Timothy Griffin,57th attorney general of Arkansas,human
650,Q6101007,Raúl Alberto Quijano,Argentine politician,human
651,Q1607357,Henry W. Dwight,American politician (1788-1845),human
652,Q2877734,Babacar Ba,Senegalese politician,human
653,Q1177266,D. Worth Clark,American politician (1902-1955),human
654,Q5304975,Dragiša Burzan,Montenegrin politician,human
655,Q477169,Frank Church,American politician (1924-1984),human
656,Q1406704,William Williamson,U.S. Representative from South Dakota (1875-1972),human
657,Q1027729,Calvin S. Brice,U.S. Senator from Ohio (1845-1898),human
658,Q633158,Archibald E. Olpp,politician and United States Army officer (1882-1949),human
659,Q6076832,Isaac N. Morris,American politician (1812-1879),human
660,Q19706017,Zdravko Mršić,politician,human
661,Q6685454,Lou Correa,American politician in California (born 1958),human
